2025-04-11T23:11:29.652306826+00:00,83331
2025-04-11T23:11:39.879171086+00:00,83331
2025-04-11T23:11:50.098428213+00:00,83331
2025-04-11T23:12:51.322703031+00:00,83322
2025-04-11T23:13:01.630612547+00:00,83322
2025-04-11T23:13:11.850529237+00:00,83322
2025-04-11T23:13:42.604236599+00:00,83317
2025-04-11T23:14:23.448035642+00:00,83317
2025-04-11T23:14:33.734537479+00:00,83315
2025-04-11T23:15:34.977810703+00:00,83304
2025-04-11T23:18:26.537543393+00:00,83284
2025-04-11T23:18:38.761805918+00:00,83284
2025-04-11T23:18:50.912390703+00:00,83284
2025-04-11T23:19:03.093463558+00:00,83284
2025-04-11T23:19:15.274744561+00:00,83284
2025-04-11T23:19:27.492979554+00:00,83266
2025-04-11T23:19:39.677941981+00:00,83266
2025-04-11T23:19:51.871627293+00:00,83266
2025-04-11T23:20:04.044497588+00:00,83266
2025-04-11T23:20:42.903956604+00:00,83256
2025-04-11T23:20:55.094747684+00:00,83256
2025-04-11T23:21:07.292345552+00:00,83256
2025-04-11T23:21:19.455867161+00:00,83256
2025-04-11T23:21:31.655487761+00:00,83256
2025-04-11T23:23:45.953909461+00:00,83202
2025-04-11T23:23:58.176083229+00:00,83202
2025-04-11T23:24:51.462339955+00:00,83217
2025-04-11T23:25:03.677736392+00:00,83217
2025-04-11T23:25:15.862889145+00:00,83217
2025-04-11T23:25:28.045414911+00:00,83217
2025-04-11T23:25:40.258952821+00:00,83217
2025-04-11T23:25:52.493659596+00:00,83220
2025-04-11T23:26:04.681503870+00:00,83220
2025-04-11T23:26:16.876795064+00:00,83220
2025-04-11T23:26:29.095349693+00:00,83220
2025-04-11T23:26:41.264146280+00:00,83220
2025-04-11T23:26:53.564496192+00:00,83224
2025-04-11T23:27:05.765325670+00:00,83224
2025-04-11T23:27:17.955528402+00:00,83224
2025-04-11T23:27:30.148327288+00:00,83224
2025-04-11T23:27:42.361279448+00:00,83224
2025-04-11T23:27:54.586040209+00:00,83223
2025-04-11T23:28:06.950674782+00:00,83223
2025-04-11T23:28:19.207690666+00:00,83223
2025-04-11T23:28:31.462619380+00:00,83223
2025-04-11T23:28:43.654708172+00:00,83223
2025-04-11T23:28:55.888354661+00:00,83214
2025-04-11T23:29:08.090342114+00:00,83214
